match_id,home_team_id,away_team_id,home_team_name,away_team_name,home_score,away_score,team_h_difficulty,team_a_difficulty,gw,kickoff_time,season,stats,gameweek,gw_id
20202514,25,14,West Brom,Liverpool,1,2,4,2,36,2021-05-16T15:30:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 252}, {'value': 1, 'element': 254}], 'h': [{'value': 1, 'element': 408}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 251}, {'value': 1, 'element': 259}], 'h': [{'value': 1, 'element': 481}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 252}], 'h': [{'value': 4, 'element': 417}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 254}, {'value': 2, 'element': 252}, {'value': 1, 'element': 259}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 254}, {'value': 28, 'element': 252}, {'value': 26, 'element': 259}, {'value': 20, 'element': 531}, {'value': 15, 'element': 589}, {'value': 14, 'element': 255}, {'value': 12, 'element': 594}, {'value': 10, 'element': 247}, {'value': 10, 'element': 251}, {'value': 10, 'element': 263}, {'value': 7, 'element': 249}, {'value': 7, 'element': 253}, {'value': 3, 'element': 243}], 'h': [{'value': 22, 'element': 408}, {'value': 21, 'element': 481}, {'value': 20, 'element': 417}, {'value': 13, 'element': 419}, {'value': 13, 'element': 422}, {'value': 10, 'element': 412}, {'value': 9, 'element': 411}, {'value': 9, 'element': 418}, {'value': 9, 'element': 654}, {'value': 8, 'element': 544}, {'value': 7, 'element': 446}, {'value': 4, 'element': 15}, {'value': 3, 'element': 409}, {'value': 2, 'element': 582}]}]",Gameweek 36,202036
20200921,9,21,Everton,Sheffield Utd,0,1,2,3,36,2021-05-16T18:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 699}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 352}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 345}, {'value': 1, 'element': 351}, {'value': 1, 'element': 352}], 'h': [{'value': 1, 'element': 508}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 483}], 'h': [{'value': 2, 'element': 157}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 352}, {'value': 2, 'element': 483}, {'value': 1, 'element': 699}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 38, 'element': 352}, {'value': 33, 'element': 483}, {'value': 29, 'element': 699}, {'value': 24, 'element': 345}, {'value': 24, 'element': 353}, {'value': 22, 'element': 347}, {'value': 18, 'element': 349}, {'value': 16, 'element': 351}, {'value': 13, 'element': 346}, {'value': 8, 'element': 356}, {'value': 1, 'element': 344}], 'h': [{'value': 17, 'element': 155}, {'value': 17, 'element': 157}, {'value': 14, 'element': 156}, {'value': 14, 'element': 512}, {'value': 14, 'element': 566}, {'value': 13, 'element': 152}, {'value': 13, 'element': 502}, {'value': 10, 'element': 508}, {'value': 7, 'element': 165}, {'value': 5, 'element': 150}, {'value': 5, 'element': 154}, {'value': 4, 'element': 158}, {'value': 1, 'element': 164}, {'value': 1, 'element': 166}]}]",Gameweek 36,202036
20201710,17,10,Man Utd,Fulham,1,1,2,4,37,2021-05-18T17:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 182}], 'h': [{'value': 1, 'element': 569}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 181}], 'h': [{'value': 1, 'element': 302}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 493}, {'value': 1, 'element': 516}, {'value': 1, 'element': 557}], 'h': [{'value': 1, 'element': 300}, {'value': 1, 'element': 302}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 516}], 'h': [{'value': 4, 'element': 291}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 182}, {'value': 1, 'element': 516}], 'h': [{'value': 3, 'element': 569}]}, {'identifier': 'bps', 'a': [{'value': 26, 'element': 182}, {'value': 20, 'element': 516}, {'value': 18, 'element': 181}, {'value': 17, 'element': 191}, {'value': 16, 'element': 572}, {'value': 13, 'element': 176}, {'value': 8, 'element': 571}, {'value': 7, 'element': 187}, {'value': 6, 'element': 493}, {'value': 5, 'element': 517}, {'value': 5, 'element': 695}, {'value': 4, 'element': 115}, {'value': 4, 'element': 557}, {'value': 2, 'element': 373}], 'h': [{'value': 35, 'element': 569}, {'value': 16, 'element': 309}, {'value': 15, 'element': 291}, {'value': 15, 'element': 302}, {'value': 15, 'element': 313}, {'value': 14, 'element': 307}, {'value': 14, 'element': 308}, {'value': 9, 'element': 299}, {'value': 8, 'element': 300}, {'value': 4, 'element': 296}, {'value': 3, 'element': 495}, {'value': 1, 'element': 306}, {'value': 1, 'element': 315}]}]",Gameweek 37,202037
20202212,22,12,Southampton,Leeds,0,2,3,2,37,2021-05-18T17:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 202}, {'value': 1, 'element': 206}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 202}, {'value': 1, 'element': 492}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 200}, {'value': 1, 'element': 204}, {'value': 1, 'element': 211}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 194}], 'h': [{'value': 5, 'element': 363}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 202}, {'value': 2, 'element': 194}, {'value': 1, 'element': 197}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 43, 'element': 202}, {'value': 30, 'element': 194}, {'value': 26, 'element': 197}, {'value': 23, 'element': 195}, {'value': 23, 'element': 492}, {'value': 20, 'element': 200}, {'value': 20, 'element': 206}, {'value': 16, 'element': 201}, {'value': 5, 'element': 549}, {'value': 5, 'element': 570}, {'value': 5, 'element': 685}, {'value': 4, 'element': 204}, {'value': 3, 'element': 211}], 'h': [{'value': 18, 'element': 363}, {'value': 17, 'element': 367}, {'value': 15, 'element': 382}, {'value': 14, 'element': 370}, {'value': 13, 'element': 369}, {'value': 13, 'element': 479}, {'value': 9, 'element': 368}, {'value': 8, 'element': 148}, {'value': 5, 'element': 375}, {'value': 4, 'element': 565}, {'value': -1, 'element': 366}, {'value': -2, 'element': 365}, {'value': -2, 'element': 377}, {'value': -5, 'element': 524}]}]",Gameweek 37,202037
20200516,5,16,Brighton,Man City,3,2,4,3,37,2021-05-18T18:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 271}, {'value': 1, 'element': 284}], 'h': [{'value': 1, 'element': 61}, {'value': 1, 'element': 66}, {'value': 1, 'element': 69}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 275}], 'h': [{'value': 1, 'element': 57}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 266}, {'value': 1, 'element': 281}, {'value': 1, 'element': 286}], 'h': [{'value': 1, 'element': 66}, {'value': 1, 'element': 71}, {'value': 1, 'element': 597}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 277}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 278}], 'h': [{'value': 2, 'element': 597}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 284}, {'value': 1, 'element': 271}], 'h': [{'value': 2, 'element': 69}]}, {'identifier': 'bps', 'a': [{'value': 32, 'element': 284}, {'value': 27, 'element': 271}, {'value': 18, 'element': 275}, {'value': 16, 'element': 278}, {'value': 13, 'element': 556}, {'value': 11, 'element': 273}, {'value': 11, 'element': 283}, {'value': 9, 'element': 288}, {'value': 8, 'element': 286}, {'value': 3, 'element': 287}, {'value': 2, 'element': 266}, {'value': 2, 'element': 282}, {'value': 1, 'element': 281}, {'value': -7, 'element': 277}], 'h': [{'value': 30, 'element': 69}, {'value': 25, 'element': 61}, {'value': 24, 'element': 57}, {'value': 21, 'element': 66}, {'value': 18, 'element': 76}, {'value': 13, 'element': 74}, {'value': 13, 'element': 597}, {'value': 12, 'element': 79}, {'value': 8, 'element': 54}, {'value': 7, 'element': 80}, {'value': 7, 'element': 628}, {'value': 5, 'element': 574}, {'value': 2, 'element': 588}]}]",Gameweek 37,202037
20200713,7,13,Chelsea,Leicester,2,1,4,4,37,2021-05-18T19:15:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 233}], 'h': [{'value': 1, 'element': 105}, {'value': 1, 'element': 109}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 236}], 'h': [{'value': 1, 'element': 117}, {'value': 1, 'element': 232}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 226}, {'value': 1, 'element': 227}, {'value': 1, 'element': 229}, {'value': 1, 'element': 236}, {'value': 1, 'element': 561}], 'h': [{'value': 1, 'element': 102}, {'value': 1, 'element': 548}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 217}], 'h': [{'value': 2, 'element': 548}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 236}, {'value': 1, 'element': 233}], 'h': [{'value': 3, 'element': 105}, {'value': 1, 'element': 109}]}, {'identifier': 'bps', 'a': [{'value': 30, 'element': 236}, {'value': 27, 'element': 233}, {'value': 17, 'element': 217}, {'value': 14, 'element': 238}, {'value': 13, 'element': 561}, {'value': 12, 'element': 228}, {'value': 11, 'element': 498}, {'value': 7, 'element': 224}, {'value': 5, 'element': 221}, {'value': 4, 'element': 226}, {'value': 4, 'element': 240}, {'value': 3, 'element': 231}, {'value': -3, 'element': 227}, {'value': -10, 'element': 229}], 'h': [{'value': 40, 'element': 105}, {'value': 27, 'element': 109}, {'value': 20, 'element': 232}, {'value': 17, 'element': 123}, {'value': 17, 'element': 490}, {'value': 11, 'element': 117}, {'value': 11, 'element': 120}, {'value': 10, 'element': 102}, {'value': 9, 'element': 107}, {'value': 9, 'element': 548}, {'value': 3, 'element': 110}, {'value': 2, 'element': 103}, {'value': 2, 'element': 113}, {'value': 2, 'element': 119}]}]",Gameweek 37,202037
20200927,9,27,Everton,Wolves,1,0,2,3,37,2021-05-19T17:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 166}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 150}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 466}, {'value': 1, 'element': 546}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 453}], 'h': [{'value': 3, 'element': 157}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 166}, {'value': 2, 'element': 155}, {'value': 1, 'element': 156}, {'value': 1, 'element': 162}]}, {'identifier': 'bps', 'a': [{'value': 17, 'element': 470}, {'value': 16, 'element': 453}, {'value': 16, 'element': 454}, {'value': 11, 'element': 458}, {'value': 11, 'element': 459}, {'value': 10, 'element': 466}, {'value': 10, 'element': 563}, {'value': 9, 'element': 465}, {'value': 8, 'element': 504}, {'value': 8, 'element': 546}, {'value': 6, 'element': 473}, {'value': 3, 'element': 464}, {'value': 3, 'element': 515}, {'value': 2, 'element': 642}], 'h': [{'value': 37, 'element': 166}, {'value': 32, 'element': 155}, {'value': 27, 'element': 156}, {'value': 27, 'element': 162}, {'value': 26, 'element': 157}, {'value': 24, 'element': 566}, {'value': 22, 'element': 150}, {'value': 22, 'element': 152}, {'value': 15, 'element': 502}, {'value': 14, 'element': 512}, {'value': 9, 'element': 164}, {'value': 5, 'element': 158}, {'value': 3, 'element': 163}, {'value': 3, 'element': 165}]}]",Gameweek 37,202037
20201821,18,21,Newcastle,Sheffield Utd,1,0,2,2,37,2021-05-19T17:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 20}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 497}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 347}, {'value': 1, 'element': 349}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 483}], 'h': [{'value': 1, 'element': 326}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 20}, {'value': 2, 'element': 323}, {'value': 1, 'element': 326}]}, {'identifier': 'bps', 'a': [{'value': 22, 'element': 346}, {'value': 19, 'element': 353}, {'value': 17, 'element': 483}, {'value': 16, 'element': 345}, {'value': 14, 'element': 352}, {'value': 10, 'element': 347}, {'value': 10, 'element': 349}, {'value': 7, 'element': 344}, {'value': 6, 'element': 356}, {'value': 4, 'element': 510}, {'value': 3, 'element': 699}, {'value': 3, 'element': 705}, {'value': 2, 'element': 262}], 'h': [{'value': 33, 'element': 20}, {'value': 29, 'element': 323}, {'value': 28, 'element': 326}, {'value': 25, 'element': 333}, {'value': 24, 'element': 331}, {'value': 23, 'element': 497}, {'value': 20, 'element': 338}, {'value': 18, 'element': 322}, {'value': 12, 'element': 339}, {'value': 4, 'element': 321}, {'value': 3, 'element': 480}, {'value': 2, 'element': 320}, {'value': -1, 'element': 340}]}]",Gameweek 37,202037
20202302,23,2,Spurs,Aston Villa,1,2,2,4,37,2021-05-19T17:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 514}], 'h': [{'value': 1, 'element': 400}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 44}, {'value': 1, 'element': 540}], 'h': [{'value': 1, 'element': 542}]}, {'identifier': 'own_goals', 'a': [], 'h': [{'value': 1, 'element': 542}]}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 38}], 'h': [{'value': 1, 'element': 396}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 12}], 'h': [{'value': 3, 'element': 383}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 514}, {'value': 1, 'element': 44}], 'h': [{'value': 2, 'element': 400}]}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 514}, {'value': 25, 'element': 44}, {'value': 23, 'element': 540}, {'value': 19, 'element': 37}, {'value': 16, 'element': 39}, {'value': 16, 'element': 42}, {'value': 15, 'element': 12}, {'value': 10, 'element': 41}, {'value': 8, 'element': 38}, {'value': 8, 'element': 45}, {'value': 8, 'element': 46}, {'value': 4, 'element': 52}, {'value': 3, 'element': 672}, {'value': 2, 'element': 683}], 'h': [{'value': 26, 'element': 400}, {'value': 17, 'element': 391}, {'value': 14, 'element': 383}, {'value': 14, 'element': 386}, {'value': 13, 'element': 396}, {'value': 13, 'element': 397}, {'value': 13, 'element': 402}, {'value': 11, 'element': 390}, {'value': 11, 'element': 542}, {'value': 10, 'element': 394}, {'value': 9, 'element': 457}, {'value': 4, 'element': 405}, {'value': 2, 'element': 388}, {'value': 1, 'element': 543}]}]",Gameweek 37,202037
20200801,8,1,Crystal Palace,Arsenal,1,3,3,3,37,2021-05-19T18:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 18}, {'value': 1, 'element': 26}], 'h': [{'value': 1, 'element': 132}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 17}, {'value': 1, 'element': 645}], 'h': [{'value': 1, 'element': 137}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 526}], 'h': [{'value': 1, 'element': 132}, {'value': 1, 'element': 142}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 8}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 18}], 'h': [{'value': 2, 'element': 137}, {'value': 1, 'element': 132}]}, {'identifier': 'bps', 'a': [{'value': 47, 'element': 18}, {'value': 22, 'element': 26}, {'value': 20, 'element': 8}, {'value': 20, 'element': 17}, {'value': 19, 'element': 13}, {'value': 17, 'element': 645}, {'value': 16, 'element': 567}, {'value': 14, 'element': 23}, {'value': 12, 'element': 16}, {'value': 12, 'element': 494}, {'value': 9, 'element': 526}, {'value': 3, 'element': 9}, {'value': 2, 'element': 24}, {'value': 1, 'element': 4}], 'h': [{'value': 28, 'element': 137}, {'value': 27, 'element': 132}, {'value': 14, 'element': 129}, {'value': 11, 'element': 125}, {'value': 11, 'element': 131}, {'value': 11, 'element': 133}, {'value': 10, 'element': 141}, {'value': 9, 'element': 128}, {'value': 9, 'element': 134}, {'value': 7, 'element': 142}, {'value': 7, 'element': 146}, {'value': 3, 'element': 144}, {'value': 2, 'element': 140}]}]",Gameweek 37,202037
20200614,6,14,Burnley,Liverpool,0,3,4,2,37,2021-05-19T19:15:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 248}, {'value': 1, 'element': 249}, {'value': 1, 'element': 589}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 255}, {'value': 1, 'element': 251}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 252}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 255}, {'value': 2, 'element': 249}, {'value': 1, 'element': 589}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 56, 'element': 255}, {'value': 40, 'element': 249}, {'value': 39, 'element': 589}, {'value': 35, 'element': 252}, {'value': 32, 'element': 259}, {'value': 25, 'element': 594}, {'value': 22, 'element': 251}, {'value': 21, 'element': 248}, {'value': 13, 'element': 243}, {'value': 13, 'element': 253}, {'value': 7, 'element': 531}, {'value': 3, 'element': 241}, {'value': 3, 'element': 242}, {'value': -1, 'element': 254}], 'h': [{'value': 17, 'element': 98}, {'value': 15, 'element': 92}, {'value': 14, 'element': 100}, {'value': 13, 'element': 89}, {'value': 11, 'element': 81}, {'value': 10, 'element': 88}, {'value': 9, 'element': 97}, {'value': 8, 'element': 90}, {'value': 7, 'element': 84}, {'value': 7, 'element': 583}, {'value': 4, 'element': 93}, {'value': -1, 'element': 91}]}]",Gameweek 37,202037
20202526,25,26,West Brom,West Ham,1,3,4,2,37,2021-05-19T19:15:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 432}, {'value': 1, 'element': 437}, {'value': 1, 'element': 449}], 'h': [{'value': 1, 'element': 481}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 301}, {'value': 1, 'element': 435}, {'value': 1, 'element': 587}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [{'value': 1, 'element': 448}], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 432}, {'value': 1, 'element': 576}], 'h': [{'value': 1, 'element': 417}, {'value': 1, 'element': 654}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 430}], 'h': [{'value': 6, 'element': 417}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 437}, {'value': 2, 'element': 301}, {'value': 1, 'element': 449}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 30, 'element': 437}, {'value': 27, 'element': 301}, {'value': 24, 'element': 449}, {'value': 23, 'element': 587}, {'value': 21, 'element': 432}, {'value': 21, 'element': 435}, {'value': 13, 'element': 430}, {'value': 11, 'element': 558}, {'value': 11, 'element': 576}, {'value': 7, 'element': 445}, {'value': 5, 'element': 448}, {'value': 4, 'element': 450}, {'value': 3, 'element': 451}], 'h': [{'value': 23, 'element': 481}, {'value': 17, 'element': 544}, {'value': 15, 'element': 418}, {'value': 13, 'element': 417}, {'value': 12, 'element': 654}, {'value': 11, 'element': 412}, {'value': 10, 'element': 15}, {'value': 8, 'element': 419}, {'value': 7, 'element': 408}, {'value': 7, 'element': 422}, {'value': 6, 'element': 411}, {'value': 3, 'element': 648}, {'value': 2, 'element': 582}]}]",Gameweek 37,202037
20200105,1,5,Arsenal,Brighton,2,0,3,4,38,2021-05-23T15:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 18}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 13}, {'value': 1, 'element': 645}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 597}], 'h': [{'value': 1, 'element': 8}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 18}, {'value': 2, 'element': 13}, {'value': 1, 'element': 8}, {'value': 1, 'element': 16}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 597}, {'value': 18, 'element': 74}, {'value': 18, 'element': 76}, {'value': 16, 'element': 61}, {'value': 15, 'element': 62}, {'value': 14, 'element': 66}, {'value': 12, 'element': 57}, {'value': 10, 'element': 628}, {'value': 9, 'element': 54}, {'value': 6, 'element': 71}, {'value': 4, 'element': 80}, {'value': 3, 'element': 78}, {'value': 2, 'element': 69}, {'value': 2, 'element': 79}], 'h': [{'value': 50, 'element': 18}, {'value': 37, 'element': 13}, {'value': 27, 'element': 8}, {'value': 27, 'element': 16}, {'value': 25, 'element': 645}, {'value': 21, 'element': 494}, {'value': 18, 'element': 9}, {'value': 16, 'element': 17}, {'value': 13, 'element': 23}, {'value': 11, 'element': 567}, {'value': 7, 'element': 4}, {'value': 3, 'element': 26}, {'value': 1, 'element': 6}]}]",Gameweek 38,202038
20200207,2,7,Aston Villa,Chelsea,2,1,4,3,38,2021-05-23T15:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 232}], 'h': [{'value': 1, 'element': 45}, {'value': 1, 'element': 540}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 119}], 'h': [{'value': 1, 'element': 42}, {'value': 1, 'element': 540}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 105}, {'value': 1, 'element': 107}, {'value': 1, 'element': 112}, {'value': 1, 'element': 117}], 'h': [{'value': 1, 'element': 12}, {'value': 1, 'element': 38}, {'value': 1, 'element': 44}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 102}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 548}], 'h': [{'value': 6, 'element': 12}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 232}], 'h': [{'value': 3, 'element': 540}, {'value': 2, 'element': 45}]}, {'identifier': 'bps', 'a': [{'value': 25, 'element': 232}, {'value': 19, 'element': 123}, {'value': 18, 'element': 490}, {'value': 17, 'element': 119}, {'value': 15, 'element': 109}, {'value': 8, 'element': 102}, {'value': 8, 'element': 117}, {'value': 7, 'element': 114}, {'value': 6, 'element': 105}, {'value': 6, 'element': 548}, {'value': 5, 'element': 120}, {'value': 3, 'element': 107}, {'value': -7, 'element': 500}], 'h': [{'value': 31, 'element': 540}, {'value': 26, 'element': 45}, {'value': 18, 'element': 12}, {'value': 17, 'element': 41}, {'value': 17, 'element': 42}, {'value': 15, 'element': 39}, {'value': 11, 'element': 37}, {'value': 10, 'element': 46}, {'value': 9, 'element': 44}, {'value': 6, 'element': 38}, {'value': 5, 'element': 514}, {'value': 4, 'element': 672}, {'value': 2, 'element': 554}]}]",Gameweek 38,202038
20201018,10,18,Fulham,Newcastle,0,2,2,2,38,2021-05-23T15:00:00Z,2020-21,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 20}, {'value': 1, 'element': 334}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 322}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 517}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 2, 'element': 186}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 322}, {'value': 2, 'element': 331}, {'value': 1, 'element': 326}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 27, 'element': 322}, {'value': 25, 'element': 331}, {'value': 24, 'element': 326}, {'value': 23, 'element': 20}, {'value': 20, 'element': 323}, {'value': 20, 'element': 333}, {'value': 15, 'element': 334}, {'value': 11, 'element': 321}, {'value': 8, 'element': 497}, {'value': 7, 'element': 339}, {'value': 6, 'element': 480}, {'value': 4, 'element': 485}, {'value': 1, 'element': 338}], 'h': [{'value': 17, 'element': 572}, {'value': 13, 'element': 188}, {'value': 12, 'element': 176}, {'value': 12, 'element': 182}, {'value': 12, 'element': 186}, {'value': 10, 'element': 191}, {'value': 10, 'element': 517}, {'value': 9, 'element': 187}, {'value': 9, 'element': 557}, {'value': 9, 'element': 695}, {'value': 8, 'element': 181}, {'value': 4, 'element': 115}, {'value': 2, 'element': 708}, {'value': 1, 'element': 665}]}]",Gameweek 38,202038
